userID,vendorID,rating
77,222,4
390,450,4
440,76,4
68,35,4
15,427,5
340,246,4
53,299,3
460,229,3
224,299,5
493,18,5
372,453,4
318,131,3
12,253,5
345,286,4
89,157,4
306,204,4
343,239,5
75,291,3
126,321,4
46,61,4
439,332,4
43,206,4
352,412,4
121,474,4
24,103,4
133,140,4
202,132,3
211,417,5
412,116,5
300,101,4
467,472,3
268,135,3
102,476,5
469,33,3
408,279,3
422,263,3
420,161,3
432,38,4
211,479,3
339,443,4
203,309,3
373,328,5
370,218,5
492,386,5
312,94,3
202,176,3
251,256,4
315,79,3
211,430,5
162,34,4
201,243,5
144,384,3
424,255,3
139,275,4
170,418,5
281,464,5
482,374,4
99,362,4
397,231,3
429,202,3
358,325,3
307,161,5
366,363,4
118,358,5
356,316,5
59,15,4
324,255,4
19,310,3
162,336,3
346,174,4
319,224,5
129,205,5
358,82,4
286,398,4
160,425,3
147,431,4
153,290,3
221,40,3
101,237,3
307,327,4
7,220,4
277,90,4
380,17,5
180,490,4
6,94,3
27,340,4
373,356,5
24,498,3
228,469,4
381,426,3
366,71,3
33,274,4
149,284,4
44,327,4
248,173,3
139,261,4
41,223,5
95,173,5
200,17,5
56,251,5
361,177,3
63,84,3
72,293,5
64,76,4
434,22,3
216,398,5
431,74,5
8,74,4
150,499,5
454,105,3
252,307,3
96,180,5
0,267,4
111,153,5
492,139,4
133,319,4
458,48,3
202,474,5
391,366,4
197,209,3
30,350,3
137,413,5
397,372,3
298,121,5
343,188,5
156,154,5
107,138,4
351,188,3
221,66,3
374,415,5
270,11,3
431,171,5
126,350,5
127,432,5
130,366,4
82,459,5
461,5,4
118,303,5
304,160,3
380,374,5
236,19,3
323,316,4
71,210,5
308,370,4
236,313,4
78,315,4
60,447,5
205,90,3
381,210,5
310,218,4
305,158,5
434,306,3
14,448,4
103,282,4
139,358,3
130,44,3
70,251,3
63,24,3
10,117,5
84,470,4
125,462,5
284,255,4
449,147,5
306,289,4
339,123,3
440,91,5
289,142,5
349,271,3
370,284,5
127,39,3
447,427,3
228,330,4
139,78,4
269,479,4
353,368,3
266,168,3
30,463,5
360,440,5
190,433,5
229,385,5
35,29,5
259,430,3
59,366,3
53,265,4
337,308,5
45,438,4
393,267,5
380,462,3
64,25,5
16,480,3
340,148,3
12,316,5
235,295,5
386,266,4
167,56,3
53,82,3
403,493,4
22,87,5
229,177,3
338,190,5
393,3,3
289,349,3
171,397,3
437,77,5
146,85,4
126,90,5
202,239,5
243,278,5
422,413,3
296,378,5
489,461,4
440,482,3
257,231,5
180,409,3
486,299,3
232,383,5
303,475,4
144,425,5
27,61,4
407,359,4
425,10,5
1,481,3
371,148,5
239,449,4
114,340,4
253,13,5
391,299,3
394,236,4
405,29,5
40,60,4
10,396,5
0,146,4
73,50,3
163,270,5
149,182,3
346,483,3
146,475,3
442,168,5
185,254,3
87,197,3
323,263,5
418,401,4
356,116,3
314,237,5
428,266,5
186,140,3
101,427,3
173,85,5
352,416,3
185,239,3
414,199,4
374,28,3
137,45,4
263,23,4
363,130,4
21,385,4
464,116,3
20,489,4
313,282,3
98,238,4
273,3,4
443,388,3
407,229,5
25,381,3
400,423,3
475,69,3
75,342,5
441,459,3
430,295,5
460,375,4
156,431,5
189,470,3
1,145,3
181,181,5
235,459,5
69,405,4
445,76,4
49,126,5
239,346,5
416,57,5
226,350,4
416,80,3
83,210,4
113,495,3
57,14,3
218,84,3
142,392,5
453,322,5
31,375,5
324,92,5
66,324,5
259,257,4
474,444,5
45,308,3
46,225,4
198,272,5
428,151,3
45,219,4
106,248,4
484,338,4
281,251,5
303,317,3
384,483,5
89,159,4
295,119,3
146,281,5
350,246,3
242,412,4
115,198,3
312,438,4
70,369,5
5,79,5
498,343,5
124,459,3
443,461,3
351,382,4
151,438,5
4,39,4
331,413,5
316,399,5
321,48,4
182,487,5
318,166,5
180,277,4
98,157,4
131,383,5
481,166,3
351,99,3
337,20,5
375,325,5
92,161,4
222,304,4
314,370,3
382,45,5
483,167,3
481,322,4
211,452,5
190,164,5
307,390,4
427,76,5
224,90,3
306,236,5
164,338,4
8,134,5
473,395,4
379,475,5
348,264,4
403,61,4
278,134,3
309,401,3
17,471,4
61,340,3
265,273,5
334,231,3
41,376,4
173,10,3
37,325,3
76,346,4
305,192,3
189,63,5
113,24,5
263,439,3
66,447,4
33,211,4
383,334,5
108,382,3
225,22,5
124,215,3
37,449,4
209,392,4
473,222,5
430,92,3
438,6,5
147,46,5
46,462,5
61,314,4
184,499,4
164,223,5
45,123,4
432,233,4
164,106,3
279,360,4
30,437,5
151,270,4
435,11,4
348,60,3
344,148,5
115,74,3
132,300,5
420,268,4
483,232,4
359,483,4
11,415,3
157,103,3
478,60,5
83,307,5
364,494,4
64,344,5
46,463,3
19,110,3
32,442,5
75,174,4
100,409,4
103,110,4
1,268,4
116,273,4
52,413,5
51,290,5
264,138,3
438,498,4
97,360,4
237,191,3
492,352,5
12,390,4
146,365,4
273,206,3
278,126,3
13,31,5
403,73,4
18,388,3
211,478,4
55,450,3
93,356,5
8,285,5
339,263,4
352,129,4
430,351,3
440,334,4
459,220,4
299,282,5
46,463,4
344,252,5
121,391,5
393,348,4
179,395,3
234,489,3
441,217,3
484,195,4
315,33,3
487,426,5
495,489,3
218,472,5
264,277,4
123,146,4
130,346,5
438,194,3
482,13,4
79,253,3
118,404,4
224,463,3
18,329,5
484,65,3
290,109,5
268,342,4
125,250,4
126,19,5
419,400,4
373,413,3
38,338,4
19,348,5
397,25,5
407,495,4
256,125,5
365,155,5
398,96,4
60,233,4
205,0,5
179,332,5
290,225,4
191,219,5
82,125,5
166,437,3
417,0,4
355,135,3
34,223,5
257,375,4
180,16,4
342,56,3
370,164,5
309,402,4
113,25,5
222,103,3
106,284,5
368,179,5
304,208,4
279,317,4
180,359,3
357,303,4
292,261,4
74,393,3
101,212,4
465,147,4
6,300,4
172,15,5
108,172,4
496,472,4
281,185,3
461,154,4
48,263,5
46,181,3
214,233,4
99,153,5
365,76,4
356,488,3
4,416,4
10,125,5
102,396,3
264,132,5
422,485,3
433,249,4
3,99,4
243,327,4
225,461,3
215,490,4
184,135,3
284,451,4
367,119,4
484,157,5
386,194,5
283,384,4
9,481,5
320,423,3
352,322,4
195,469,5
271,19,5
279,87,3
155,296,4
362,457,3
374,319,4
60,20,5
96,246,3
41,2,3
97,57,3
335,467,4
424,354,4
253,45,4
375,60,3
344,355,3
319,183,4
220,45,5
350,19,3
330,135,3
319,6,5
332,352,5
96,476,4
145,11,3
142,265,5
142,199,3
77,337,4
333,282,3
420,473,3
216,309,3
99,446,5
132,4,3
373,231,4
381,497,5
184,157,3
76,5,4
488,108,3
208,99,5
58,175,4
51,193,3
305,67,4
264,270,5
387,145,4
413,390,4
103,255,5
64,162,5
183,229,4
266,232,5
493,9,3
270,433,3
144,40,5
422,309,5
405,175,5
202,147,3
264,201,4
132,249,5
227,232,3
80,13,5
90,370,4
301,270,5
249,83,5
142,68,5
59,366,3
64,418,5
206,497,4
9,417,3
71,475,5
226,483,5
194,274,4
379,16,3
497,415,5
424,52,5
446,17,3
259,309,4
370,99,4
434,20,4
451,176,4
93,301,4
45,210,4
73,273,5
496,278,3
311,334,3
320,493,5
378,395,3
325,497,5
50,296,4
283,226,3
38,22,3
356,80,5
365,48,3
420,170,4
280,90,4
90,346,3
60,198,4
416,292,3
495,118,4
4,406,5
401,228,5
182,250,3
169,212,5
362,368,4
499,483,5
439,181,3
435,453,4
83,214,4
378,299,4
193,185,4
197,6,5
301,307,3
455,469,3
137,457,3
451,216,3
38,207,3
69,196,5
475,98,5
250,474,4
449,99,5
396,460,4
72,354,5
78,464,5
211,11,5
95,233,5
97,339,5
449,193,3
444,418,5
61,339,3
261,253,3
463,206,3
492,277,3
306,389,5
224,82,5
181,335,3
305,58,3
52,338,5
257,478,4
320,90,5
206,470,3
296,5,3
115,235,4
347,161,4
271,378,5
414,345,5
282,324,3
193,141,4
267,44,5
344,458,5
262,44,4
88,231,4
86,162,5
136,53,3
264,25,3
178,31,4
385,92,5
331,339,5
335,165,3
10,124,5
253,34,4
270,361,5
302,231,3
266,90,3
484,262,3
221,494,5
44,342,4
354,13,5
37,120,5
363,345,5
51,309,4
475,34,5
323,417,5
398,193,5
184,432,4
167,125,4
77,143,5
242,22,3
147,248,4
464,89,5
91,130,5
134,196,3
366,211,3
497,336,4
268,393,4
244,1,5
109,89,3
168,454,4
416,266,3
117,208,3
417,265,4
262,93,3
208,397,4
162,430,3
10,208,3
481,202,5
209,277,4
106,296,5
18,66,5
246,188,3
119,474,4
131,336,3
18,200,5
13,181,3
398,94,5
491,13,3
468,469,4
242,28,5
351,357,5
145,456,3
165,434,4
444,348,5
352,496,5
462,471,5
104,495,5
486,156,4
192,85,5
253,448,3
86,61,5
462,390,5
104,275,5
132,440,4
147,455,3
471,305,3
214,50,5
408,307,4
390,445,5
182,98,4
303,337,3
376,220,3
195,468,4
347,121,3
153,388,5
377,146,5
150,400,3
331,182,3
112,77,5
108,486,5
473,452,5
220,192,5
50,249,5
252,374,4
436,415,5
41,145,3
298,159,3
187,155,3
222,140,3
484,242,4
373,428,4
155,407,3
384,129,3
440,343,3
214,288,3
206,267,5
178,40,4
110,431,5
2,343,4
179,154,5
316,467,5
387,196,3
386,160,4
245,64,4
106,52,5
303,244,5
359,384,5
142,10,3
359,399,4
431,1,4
27,358,5
59,497,3
209,433,5
288,269,4
114,301,4
485,255,4
30,134,3
245,168,3
435,80,4
176,267,5
45,303,3
294,124,4
345,194,3
431,184,4
44,150,3
325,93,4
347,232,5
239,88,4
39,460,4
32,187,4
220,402,5
29,399,4
149,68,4
189,90,5
417,216,3
29,474,4
423,381,4
301,339,3
185,234,5
207,216,5
369,54,3
75,338,4
290,81,5
10,179,3
453,380,3
62,458,4
9,112,3
437,460,3
134,415,5
300,167,5
231,288,5
113,356,5
411,75,4
98,193,3
60,241,4
189,90,4
105,105,4
400,446,5
394,485,5
17,170,4
63,133,5
225,54,4
239,215,4
269,384,4
485,43,3
5,4,5
161,85,5
225,368,4
272,383,3
261,353,5
386,425,5
437,125,5
93,170,5
242,71,5
209,0,5
128,259,3
393,227,4
28,262,4
183,373,4
99,299,4
16,206,3
7,94,5
386,356,3
382,340,5
167,35,4
78,103,3
476,160,3
485,51,3
23,381,3
76,305,5
464,156,5
231,144,5
366,83,5
184,189,4
316,190,3
113,23,4
7,56,5
479,132,5
388,49,4
491,412,3
474,139,4
464,451,4
80,156,5
88,252,4
63,130,3
203,309,5
6,211,3
430,238,3
209,228,4
492,252,5
292,34,5
30,298,5
348,164,3
216,41,4
396,100,4
57,287,5
488,419,5
360,488,3
423,211,3
67,45,3
357,201,3
201,245,4
326,337,5
70,360,4
399,382,5
39,3,5
340,70,4
171,295,5
296,375,5
469,473,5
11,435,3
399,248,4
18,183,5
478,484,5
208,300,5
116,433,5
376,364,5
459,328,4
175,169,5
118,310,5
180,339,5
411,268,5
316,223,3
187,231,5
198,142,4
447,343,3
198,149,3
310,291,3
388,111,5
340,29,3
239,37,3
63,123,3
135,275,5
195,371,4
215,277,5
327,225,5
344,66,3
480,219,3
248,337,4
177,334,4
234,239,5
436,353,3
485,196,3
494,416,5
183,238,4
50,277,4
232,159,5
113,371,4
207,43,3
47,263,5
255,385,5
75,356,5
416,249,5
312,271,4
276,435,3
93,58,3
271,382,3
379,265,5
192,133,4
220,0,5
252,420,3
7,481,3
351,379,4
236,232,3
56,384,4
79,56,3
338,39,3
204,32,4
442,375,5
319,401,4
418,219,5
162,62,3
498,370,4
485,217,4
471,47,4
304,241,3
141,446,5
96,10,4
466,81,4
328,329,3
363,243,5
271,206,4
317,376,3
314,63,5
160,458,3
423,250,3
6,239,4
426,472,4
175,325,3
222,124,4
367,170,3
496,305,3
472,190,3
349,179,4
469,387,4
352,173,5
173,233,4
61,261,3
317,387,3
377,70,4
96,440,5
307,374,5
403,100,4
339,489,4
349,117,5
432,401,3
30,486,4
243,353,4
22,457,5
236,368,5
195,275,3
93,137,3
448,97,5
405,223,5
231,70,3
408,477,3
282,26,4
272,51,5
395,294,5
201,462,3
179,343,4
324,428,3
142,92,4
148,368,4
66,15,3
220,417,3
267,441,4
186,352,5
414,126,3
433,135,5
108,495,4
421,428,4
18,287,3
300,259,5
251,286,5
161,428,5
452,93,4
346,122,5
191,363,5
108,78,5
307,31,5
386,28,4
72,359,4
187,358,4
258,378,5
101,446,3
21,66,3
225,401,4
267,407,3
282,201,5
134,12,4
74,379,4
15,339,3
121,72,5
352,352,4
400,154,3
383,263,3
302,404,4
87,474,5
348,359,3
235,412,3
231,46,5
117,423,4
124,177,4
269,119,3
145,136,3
380,294,4
205,298,4
63,28,3
198,423,5
61,369,3
376,201,5
401,400,4
491,330,4
423,458,3
368,146,4
52,402,3
357,418,4
369,387,3
478,428,3
223,67,5
453,57,4
483,26,3
405,429,4
455,329,3
369,325,5
184,494,5
129,374,3
392,318,3
304,327,5
279,373,5
386,199,5
215,141,3
482,396,4
353,348,5
3,223,3
370,317,5
331,322,3
386,99,3
467,67,3
371,492,4
110,187,3
405,115,3
163,51,4
430,297,3
35,312,5
163,134,4
173,82,3
59,129,3
59,291,5
6,426,5
393,173,5
213,37,4
14,423,3
1,437,5
21,414,5
1,24,4
356,112,4
402,459,5
383,35,5
54,420,3
181,57,3
425,247,4
307,285,5
293,340,3
184,5,5
87,325,4
92,496,3
468,140,5
83,155,5
262,286,4
178,176,3
351,199,4
54,305,5
463,69,4
181,46,5
322,438,4
380,265,4
281,426,3
77,233,5
478,72,4
349,408,5
178,91,5
432,254,4
405,454,4
440,259,3
139,446,4
229,438,4
405,87,3
422,384,5
28,144,4
110,449,4
391,13,4
230,399,4
425,387,5
382,185,4
114,466,3
341,381,5
102,427,3
69,330,4
181,21,5
399,448,3
448,335,4
466,4,4
229,386,4
349,125,4
465,349,4
37,56,4
121,108,5
105,179,5
178,212,5
220,114,4
45,444,4
101,200,4
105,140,3
405,268,3
391,244,4
94,99,4
102,177,4
264,150,4
363,440,3
359,313,3
152,255,3
454,455,5
436,297,5
288,111,4
288,374,5
484,356,3
300,410,4
444,48,4
121,107,4
245,273,4
109,281,4
105,237,3
169,355,4
218,481,4
18,344,3
94,350,4
411,359,3
194,286,4
63,427,4
96,50,4
198,161,3
244,271,3
285,263,4
61,42,3
251,425,4
345,432,3
409,433,3
11,255,3
32,290,5
337,78,4
103,399,5
250,29,4
365,357,3
462,241,4
338,438,3
271,193,5
487,148,5
392,297,5
99,309,4
80,209,5
259,392,4
436,137,3
168,57,5
150,166,3
108,318,5
65,479,3
238,244,5
74,413,3
40,358,4
272,7,5
316,99,4
268,47,5
167,144,4
233,476,3
271,267,3
229,416,5
48,440,5
478,378,5
391,202,4
171,389,3
231,385,5
407,164,5
43,143,5
186,228,5
439,120,4
270,134,4
9,74,4
170,270,3
142,51,4
411,13,5
361,91,3
339,233,4
323,183,4
73,34,4
214,131,3
484,337,5
492,257,5
178,87,3
164,81,4
75,486,3
199,41,4
451,133,5
178,77,5
5,240,5
208,371,4
46,167,3
195,435,5
278,261,4
142,489,4
346,473,3
481,223,4
374,239,4
453,167,4
86,135,3
424,16,5
433,479,5
398,274,3
275,359,3
241,465,4
86,84,4
253,216,5
85,166,5
448,396,3
392,111,5
203,456,5
18,56,3
101,278,5
322,446,4
122,68,5
455,379,5
